time_id,MMM,AA,AXP,T,BAC,BA,CAT,CVX,CSCO,KO,DD,XOM,GE,HPQ,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,PFE,PG,TRV,UNH,RTX,VZ,WMT,DIS
19,84.83000183105469,37.05426025390625,42.93000030517578,26.030000686645508,16.219999313354492,60.33000183105469,60.16999816894531,78.70999908447266,24.6200008392334,28.079999923706055,43.49512481689453,68.55999755859375,126.92308044433594,23.732969284057617,28.700000762939453,20.989999771118164,124.7227554321289,65.47000122070312,43.0099983215332,63.4900016784668,38.77862548828125,30.809999465942383,19.022769927978516,60.970001220703125,49.2599983215332,35.939998626708984,45.31781005859375,29.290273666381836,53.91999816894531,31.0
20,84.5999984741211,36.50157165527344,42.9900016784668,25.920000076293945,16.459999084472656,60.29999923706055,59.5,78.1500015258789,24.510000228881836,27.774999618530273,43.082374572753906,68.12000274658203,126.69230651855469,23.801090240478516,28.6299991607666,21.149999618530273,124.73231506347656,65.06999969482422,43.040000915527344,62.970001220703125,39.1984748840332,30.610000610351562,19.013282775878906,60.560001373291016,48.790000915527344,35.43000030517578,44.96538543701172,28.877601623535156,54.06999969482422,31.139999389648438
21,82.4000015258789,34.07453918457031,41.36000061035156,25.520000457763672,15.260000228881836,58.619998931884766,56.58000183105469,75.9800033569336,23.84000015258789,27.174999237060547,40.53472137451172,66.5199966430664,127.30769348144531,23.16530418395996,28.239999771118164,20.770000457763672,123.011474609375,63.90999984741211,40.650001525878906,63.22999954223633,38.07251739501953,30.0,18.273244857788086,59.75,48.810001373291016,33.81999969482422,43.97105026245117,28.671266555786133,52.959999084472656,30.5
24,82.33000183105469,33.06528091430664,39.099998474121094,25.729999542236328,15.15999984741211,58.349998474121094,55.15999984741211,75.1500015258789,23.100000381469727,27.2450008392334,40.12197494506836,66.55000305175781,126.61538696289062,22.50227165222168,27.950000762939453,20.239999771118164,120.77437591552734,63.66999816894531,39.7599983215332,63.34000015258789,37.48091506958008,29.239999771118164,18.254268646240234,60.83000183105469,48.83000183105469,33.560001373291016,43.74449157714844,28.886980056762695,53.13999938964844,30.219999313354492
25,81.45999908447266,32.320350646972656,37.540000915527344,25.399999618530273,14.9399995803833,57.540000915527344,54.9900016784668,74.08000183105469,22.799999237060547,27.03499984741211,40.008113861083984,65.63999938964844,125.61538696289062,22.752044677734375,27.5,20.18000030517578,120.38240814208984,62.63999938964844,39.0,62.75,36.73664093017578,29.200000762939453,17.76091194152832,60.16999816894531,50.54999923706055,32.5099983215332,42.79420852661133,28.511825561523438,52.81999969482422,29.799999237060547
26,81.33000183105469,32.92110061645508,37.959999084472656,25.209999084472656,14.710000038146973,58.84000015258789,52.959999084472656,73.94000244140625,22.889999389648438,27.0,40.02234649658203,65.66000366210938,125.30769348144531,22.60218048095703,27.6200008392334,20.0,120.28680419921875,62.779998779296875,38.349998474121094,63.66999816894531,36.72710037231445,29.350000381469727,17.81783676147461,60.459999084472656,50.290000915527344,32.34000015258789,42.32850646972656,28.127290725708008,53.52000045776367,29.559999465942383
27,82.62000274658203,32.248260498046875,38.66999816894531,25.700000762939453,15.399999618530273,62.150001525878906,53.81999969482422,73.97000122070312,23.18000030517578,27.354999542236328,40.43509292602539,65.8499984741211,126.38461303710938,22.43415069580078,27.93000030517578,20.299999237060547,121.44359588623047,63.56999969482422,39.68000030517578,63.849998474121094,36.96564865112305,29.84000015258789,18.092979431152344,61.66999816894531,51.06999969482422,33.33000183105469,42.599117279052734,27.97722816467285,53.380001068115234,29.43000030517578
28,81.3499984741211,31.551389694213867,37.599998474121094,25.610000610351562,15.489999771118164,62.79999923706055,52.779998779296875,73.52999877929688,22.950000762939453,27.219999313354492,39.4245719909668,65.1500015258789,124.76923370361328,21.966394424438477,27.56999969482422,20.1299991607666,118.85277557373047,63.95000076293945,39.650001525878906,62.81999969482422,36.507633209228516,29.899999618530273,17.74193572998047,61.90999984741211,50.29999923706055,33.41999816894531,42.41032028198242,27.620830535888672,53.68000030517578,29.3700008392334
31,80.83999633789062,31.214969635009766,37.84000015258789,25.670000076293945,15.260000228881836,60.7400016784668,52.81999969482422,72.69999694824219,22.649999618530273,27.2549991607666,39.16838455200195,65.7699966430664,124.61538696289062,21.51226234436035,28.010000228881836,19.469999313354492,117.81070709228516,63.2599983215332,39.099998474121094,62.83000183105469,36.79389190673828,28.389999389648438,17.82732391357422,61.849998474121094,50.95000076293945,33.029998779296875,42.64317321777344,27.967849731445312,53.619998931884766,29.600000381469727
32,80.69999694824219,33.06528091430664,38.68000030517578,25.3700008392334,15.449999809265137,61.290000915527344,53.47999954223633,73.73999786376953,22.809999465942383,27.264999389648438,39.72345733642578,66.7300033569336,125.15384674072266,21.93460464477539,28.389999389648438,19.68000030517578,119.3021011352539,63.20000076293945,39.79999923706055,63.869998931884766,36.60305404663086,28.3700008392334,17.903226852416992,61.93000030517578,50.599998474121094,33.13999938964844,42.72498321533203,27.7239990234375,53.59000015258789,29.530000686645508
33,79.83000183105469,32.68080139160156,38.90999984741211,25.6299991607666,15.569999694824219,61.52000045776367,53.20000076293945,74.18000030517578,23.15999984741211,27.459999084472656,39.4245719909668,66.87999725341797,129.15383911132812,22.01180648803711,28.940000534057617,19.780000686645508,119.65583038330078,63.869998931884766,40.58000183105469,64.62999725341797,37.595420837402344,28.260000228881836,17.73244857788086,62.7400016784668,50.459999084472656,34.04999923706055,42.680931091308594,27.892818450927734,53.72999954223633,29.920000076293945
34,81.12999725341797,31.935869216918945,38.029998779296875,25.43000030517578,15.350000381469727,60.95000076293945,52.79999923706055,72.55999755859375,23.40999984741211,27.274999618530273,38.64177322387695,66.2699966430664,126.76923370361328,21.8846492767334,28.239999771118164,19.56999969482422,119.68450927734375,63.4900016784668,39.790000915527344,65.19000244140625,36.63167953491211,28.3799991607666,17.409866333007812,62.20000076293945,50.27000045776367,33.2400016784668,42.712398529052734,27.180023193359375,53.880001068115234,30.280000686645508
35,79.16000366210938,31.022729873657227,37.65999984741211,25.1200008392334,14.84000015258789,59.209999084472656,51.209999084472656,71.0,23.299999237060547,26.6200008392334,37.58855438232422,64.69999694824219,123.38461303710938,21.303361892700195,27.850000381469727,19.100000381469727,117.62906646728516,62.689998626708984,38.63999938964844,64.06999969482422,35.35305404663086,28.0,16.99241065979004,61.09000015258789,49.61000061035156,32.41999816894531,41.77470016479492,26.851762771606445,52.77000045776367,29.6299991607666
38,78.4800033569336,31.671539306640625,37.7599983215332,25.190000534057617,14.9399995803833,58.33000183105469,51.63999938964844,71.23999786376953,23.780000686645508,26.635000228881836,37.745113372802734,64.91000366210938,121.76923370361328,21.412351608276367,28.530000686645508,19.479999542236328,117.73422241210938,62.5,38.290000915527344,63.47999954223633,34.904579162597656,28.010000228881836,16.99241065979004,61.060001373291016,50.18000030517578,32.22999954223633,41.711769104003906,27.00182342529297,53.380001068115234,29.760000228881836
39,78.27999877929688,32.10408020019531,37.27000045776367,25.18000030517578,14.670000076293945,58.619998931884766,52.70000076293945,70.88999938964844,23.799999237060547,26.844999313354492,37.77357864379883,65.11000061035156,121.23076629638672,21.843778610229492,28.8700008392334,19.639999389648438,117.25621032714844,62.54999923706055,38.189998626708984,63.150001525878906,35.238548278808594,27.969999313354492,16.954458236694336,61.380001068115234,49.540000915527344,32.720001220703125,41.66142272949219,26.91741371154785,53.209999084472656,29.889999389648438
40,78.80000305175781,31.983930587768555,37.58000183105469,25.229999542236328,14.510000228881836,59.709999084472656,53.650001525878906,71.0199966430664,23.860000610351562,27.299999237060547,39.22531509399414,65.08000183105469,119.76923370361328,22.03905487060547,28.84000015258789,19.59000015258789,117.53346252441406,62.790000915527344,38.63999938964844,63.540000915527344,34.828243255615234,28.030000686645508,17.00189781188965,61.7400016784668,49.650001525878906,33.0,41.86280822753906,27.00182342529297,53.27000045776367,29.15999984741211
41,79.22000122070312,31.69556999206543,37.810001373291016,25.049999237060547,14.670000076293945,59.75,53.099998474121094,70.72000122070312,23.670000076293945,26.799999237060547,39.05452346801758,64.69000244140625,120.15384674072266,21.798364639282227,28.709999084472656,19.6299991607666,117.18929290771484,62.619998931884766,38.84000015258789,63.25,34.56106948852539,27.93000030517578,16.840606689453125,61.41999816894531,49.61000061035156,32.709999084472656,41.762115478515625,27.067476272583008,53.130001068115234,29.81999969482422
42,79.13999938964844,32.03199005126953,37.790000915527344,25.030000686645508,14.470000267028809,59.869998931884766,55.09000015258789,70.54000091552734,23.719999313354492,26.959999084472656,38.98335647583008,64.62000274658203,119.92308044433594,21.94822883605957,28.75,19.959999084472656,117.60037994384766,62.61000061035156,38.66999816894531,63.209999084472656,34.95228958129883,27.809999465942383,16.935483932495117,61.7599983215332,49.77000045776367,32.779998779296875,41.472625732421875,27.123750686645508,53.11000061035156,29.860000610351562
46,80.08000183105469,32.51258850097656,38.810001373291016,25.299999237060547,14.65999984741211,60.41999816894531,56.77000045776367,71.98999786376953,23.959999084472656,27.2549991607666,39.89425277709961,65.44000244140625,120.76923370361328,22.225250244140625,29.1200008392334,20.6200008392334,119.41682434082031,63.25,39.33000183105469,63.5,35.992366790771484,28.1299991607666,17.03984832763672,62.599998474121094,50.59000015258789,32.33000183105469,41.57331848144531,27.39573860168457,53.2400016784668,30.280000686645508
47,80.41999816894531,33.37767028808594,39.529998779296875,25.40999984741211,15.350000381469727,61.38999938964844,58.04999923706055,73.22000122070312,23.989999771118164,27.405000686645508,40.53472137451172,66.33999633789062,124.53845977783203,22.60218048095703,29.760000228881836,20.860000610351562,119.98088073730469,63.630001068115234,40.2599983215332,64.20999908447266,36.00190734863281,28.530000686645508,16.935483932495117,62.79999923706055,51.709999084472656,31.68000030517578,41.7243537902832,27.4426326751709,53.689998626708984,30.540000915527344
48,80.05999755859375,32.320350646972656,39.06999969482422,25.399999618530273,15.520000457763672,61.779998779296875,57.150001525878906,72.69000244140625,24.049999237060547,27.575000762939453,40.9047737121582,65.80000305175781,123.84615325927734,22.879201889038086,30.020000457763672,20.639999389648438,120.58317565917969,63.97999954223633,39.939998626708984,64.11000061035156,35.57251739501953,28.59000015258789,16.774194717407227,62.72999954223633,51.650001525878906,32.22999954223633,42.49842834472656,27.33008575439453,53.20000076293945,30.860000610351562
49,81.13999938964844,32.56064987182617,38.88999938964844,25.200000762939453,15.729999542236328,62.650001525878906,57.59000015258789,73.44000244140625,24.1299991607666,27.899999618530273,41.71603775024414,65.58999633789062,124.15384674072266,22.89736557006836,30.209999084472656,20.719999313354492,121.74951934814453,64.1500015258789,40.11000061035156,64.45999908447266,35.524810791015625,28.790000915527344,16.907020568847656,63.27000045776367,52.689998626708984,32.41999816894531,42.945247650146484,27.217538833618164,53.189998626708984,30.940000534057617
52,81.70999908447266,32.87303924560547,39.099998474121094,25.1299991607666,15.960000038146973,63.58000183105469,58.72999954223633,74.16999816894531,24.389999389648438,27.899999618530273,41.84413146972656,66.0999984741211,124.84615325927734,23.029064178466797,30.399999618530273,20.950000762939453,121.70172119140625,63.810001373291016,40.400001525878906,64.93000030517578,36.125953674316406,28.84000015258789,17.05882453918457,63.689998626708984,53.0,32.11000061035156,43.322845458984375,27.255054473876953,53.52000045776367,31.350000381469727
53,80.41000366210938,32.296321868896484,38.7400016784668,25.0,16.1200008392334,63.810001373291016,57.88999938964844,72.5999984741211,24.15999984741211,27.704999923706055,41.516780853271484,65.26000213623047,124.53845977783203,22.874658584594727,30.559999465942383,20.84000015258789,120.91778564453125,63.560001373291016,40.900001525878906,64.77999877929688,35.209922790527344,28.68000030517578,16.925996780395508,63.22999954223633,52.72999954223633,32.869998931884766,43.033355712890625,27.123750686645508,53.75,31.030000686645508
54,80.0,31.671539306640625,38.099998474121094,24.8799991607666,15.979999542236328,63.0,56.66999816894531,72.12000274658203,24.09000015258789,27.5,41.303287506103516,65.01000213623047,122.92308044433594,22.724796295166016,30.780000686645508,20.520000457763672,121.43403625488281,63.54999923706055,40.04999923706055,64.95999908447266,35.01908493041992,28.520000457763672,16.831119537353516,63.220001220703125,52.4900016784668,32.880001068115234,42.913780212402344,26.98306655883789,53.7400016784668,31.049999237060547
55,79.16000366210938,30.998699188232422,37.66999816894531,24.760000228881836,16.049999237060547,62.720001220703125,55.33000183105469,71.19000244140625,24.0,26.56999969482422,40.1646728515625,64.61000061035156,121.23076629638672,22.797456741333008,31.06999969482422,20.3700008392334,120.5066909790039,62.790000915527344,40.15999984741211,64.29000091552734,34.770992279052734,28.270000457763672,16.669828414916992,63.22999954223633,52.119998931884766,33.31999969482422,42.52360153198242,26.98306655883789,53.459999084472656,30.8799991607666
56,79.73999786376953,32.10408020019531,38.150001525878906,24.860000610351562,16.56999969482422,63.09000015258789,56.939998626708984,72.19000244140625,24.360000610351562,26.545000076293945,40.39239501953125,65.26000213623047,123.07691955566406,23.124431610107422,31.360000610351562,20.600000381469727,121.42447662353516,63.459999084472656,40.689998626708984,64.45999908447266,35.01908493041992,28.649999618530273,16.783681869506836,63.75,52.790000915527344,33.52000045776367,43.215858459472656,27.133129119873047,54.220001220703125,31.389999389648438
59,80.56999969482422,31.839750289916992,38.20000076293945,24.90999984741211,16.739999771118164,63.04999923706055,57.33000183105469,72.62999725341797,24.329999923706055,26.610000610351562,40.463558197021484,65.36000061035156,123.84615325927734,23.01544189453125,31.239999771118164,20.68000030517578,121.8929214477539,63.27000045776367,42.029998779296875,63.97999954223633,35.33396911621094,28.770000457763672,16.707780838012695,63.459999084472656,52.7599983215332,34.0,43.322845458984375,27.170644760131836,54.040000915527344,31.399999618530273
60,80.73999786376953,32.2242317199707,38.119998931884766,25.0,16.700000762939453,64.63999938964844,58.279998779296875,73.18000030517578,24.65999984741211,26.690000534057617,41.37445068359375,65.66000366210938,122.46154022216797,23.415077209472656,31.389999389648438,20.989999771118164,123.04015350341797,63.310001373291016,41.97999954223633,64.41999816894531,35.85877990722656,29.079999923706055,16.954458236694336,63.720001220703125,53.220001220703125,34.11000061035156,43.983638763427734,27.24567413330078,53.83000183105469,31.40999984741211
61,81.16000366210938,31.95989990234375,38.459999084472656,25.030000686645508,16.469999313354492,64.58000183105469,58.45000076293945,73.62999725341797,24.700000762939453,26.649999618530273,41.28905487060547,65.7699966430664,122.92308044433594,23.210718154907227,31.43000030517578,20.760000228881836,122.11280822753906,63.59000015258789,41.650001525878906,64.25,35.963741302490234,28.510000228881836,16.55597686767578,63.65999984741211,53.43000030517578,34.04999923706055,43.952171325683594,27.498905181884766,53.349998474121094,31.950000762939453
62,81.20999908447266,32.10408020019531,38.25,24.899999618530273,16.450000762939453,65.08999633789062,58.790000915527344,73.06999969482422,24.84000015258789,27.350000381469727,42.285343170166016,65.3499984741211,123.61538696289062,23.21980094909668,31.540000915527344,20.600000381469727,121.4818344116211,63.529998779296875,41.90999984741211,63.790000915527344,35.582061767578125,28.459999084472656,16.461101531982422,63.650001525878906,53.27000045776367,34.04999923706055,43.83889389038086,27.40511703491211,54.02000045776367,32.02000045776367
63,81.3499984741211,32.53662109375,39.099998474121094,25.030000686645508,16.520000457763672,66.05999755859375,59.40999984741211,73.55000305175781,24.969999313354492,27.344999313354492,42.31380844116211,65.95999908447266,124.53845977783203,23.48773765563965,31.549999237060547,20.65999984741211,121.57743835449219,63.65999984741211,42.31999969482422,63.720001220703125,35.51526641845703,28.65999984741211,16.489564895629883,63.689998626708984,53.849998474121094,33.029998779296875,44.41157913208008,27.47076988220215,53.970001220703125,32.790000915527344
66,82.41999816894531,33.641998291015625,40.220001220703125,25.049999237060547,16.75,68.01000213623047,59.470001220703125,74.48999786376953,25.309999465942383,27.360000610351562,42.626930236816406,66.7699966430664,125.92308044433594,23.455949783325195,31.68000030517578,20.809999465942383,121.47227478027344,64.08000183105469,42.849998474121094,64.41000366210938,35.77289962768555,28.520000457763672,16.688804626464844,63.54999923706055,53.45000076293945,33.7400016784668,44.801761627197266,27.480148315429688,54.0099983215332,32.959999084472656
67,81.1500015258789,32.897071838378906,39.540000915527344,25.34000015258789,16.6299991607666,67.56999969482422,58.459999084472656,74.30000305175781,26.329999923706055,27.170000076293945,41.829898834228516,66.31999969482422,125.38461303710938,23.42416000366211,31.700000762939453,20.68000030517578,120.7170181274414,64.55000305175781,42.38999938964844,64.98999786376953,35.5057258605957,28.559999465942383,16.38519859313965,63.08000183105469,53.959999084472656,33.18000030517578,45.00314712524414,27.770893096923828,54.119998931884766,33.0
68,81.91999816894531,33.0412483215332,39.939998626708984,25.610000610351562,17.010000228881836,68.13999938964844,59.11000061035156,74.13999938964844,25.850000381469727,27.1299991607666,41.559478759765625,67.16000366210938,126.84615325927734,23.55131721496582,31.59000015258789,20.950000762939453,120.44933319091797,64.48999786376953,42.869998931884766,65.0199966430664,35.257633209228516,28.860000610351562,16.32827377319336,63.22999954223633,53.560001373291016,33.02000045776367,45.29263687133789,28.127290725708008,53.66999816894531,33.18000030517578
69,81.26000213623047,32.56064987182617,39.56999969482422,25.420000076293945,17.18000030517578,70.08000183105469,58.790000915527344,74.06999969482422,25.790000915527344,26.889999389648438,41.18942642211914,67.38999938964844,126.84615325927734,23.4968204498291,31.579999923706055,21.139999389648438,120.181640625,64.1500015258789,42.90999984741211,64.80000305175781,34.685115814208984,28.889999389648438,16.242883682250977,62.7599983215332,52.880001068115234,33.09000015258789,45.28004837036133,27.892818450927734,53.63999938964844,33.31999969482422
70,81.56999969482422,33.0412483215332,40.47999954223633,25.690000534057617,17.260000228881836,70.4800033569336,59.529998779296875,74.16999816894531,26.0,26.844999313354492,42.242645263671875,67.58000183105469,127.61538696289062,23.646684646606445,32.22999954223633,21.309999465942383,122.28489685058594,64.26000213623047,43.34000015258789,65.45999908447266,35.35305404663086,29.31999969482422,16.309297561645508,63.33000183105469,53.84000015258789,33.68000030517578,45.179359436035156,28.07101821899414,54.15999984741211,33.810001373291016
73,81.16000366210938,32.60871124267578,40.619998931884766,25.68000030517578,16.739999771118164,69.37000274658203,60.040000915527344,73.51000213623047,25.760000228881836,26.864999771118164,42.328041076660156,66.66999816894531,130.92308044433594,23.687557220458984,32.4900016784668,21.15999984741211,121.79732513427734,64.13999938964844,42.91999816894531,65.69999694824219,35.343509674072266,29.18000030517578,16.157495498657227,63.189998626708984,52.9900016784668,32.779998779296875,45.00314712524414,27.855302810668945,54.38999938964844,33.52000045776367
74,81.26000213623047,32.60871124267578,40.869998931884766,25.860000610351562,16.969999313354492,69.23999786376953,59.650001525878906,73.9000015258789,26.030000686645508,26.899999618530273,42.79772186279297,66.55000305175781,134.53846740722656,23.751134872436523,32.61000061035156,21.229999542236328,122.37093353271484,64.69999694824219,43.349998474121094,66.22000122070312,36.040077209472656,29.420000076293945,16.43263816833496,63.720001220703125,52.7400016784668,32.150001525878906,45.29263687133789,28.08977508544922,55.880001068115234,33.7400016784668
75,81.93000030517578,33.690059661865234,41.18000030517578,25.950000762939453,17.170000076293945,68.97000122070312,59.650001525878906,74.18000030517578,26.200000762939453,26.90999984741211,43.4239616394043,66.91000366210938,140.92308044433594,23.801090240478516,32.4900016784668,22.059999465942383,123.23136138916016,64.72000122070312,43.310001373291016,66.2300033569336,36.25,29.5,16.37571144104004,63.779998779296875,53.11000061035156,33.15999984741211,45.70799255371094,28.08977508544922,56.04999923706055,33.790000915527344
76,82.30000305175781,34.795440673828125,40.900001525878906,25.959999084472656,17.290000915527344,69.3499984741211,59.61000061035156,74.8499984741211,26.239999771118164,26.950000762939453,43.3243293762207,67.5,139.15383911132812,23.714805603027344,32.45000076293945,22.190000534057617,121.85468292236328,64.58000183105469,43.75,66.47000122070312,36.32633590698242,29.6299991607666,16.45161247253418,63.900001525878906,53.08000183105469,32.459999084472656,45.36186218261719,28.296110153198242,55.88999938964844,33.689998626708984
77,81.95999908447266,34.266780853271484,40.33000183105469,26.239999771118164,16.81999969482422,70.72000122070312,59.369998931884766,74.9800033569336,26.3700008392334,27.375,41.20365905761719,67.04000091552734,139.0,23.837421417236328,32.36000061035156,22.25,122.09368896484375,65.11000061035156,43.45000076293945,66.52999877929688,36.316795349121094,29.760000228881836,16.043643951416016,63.84000015258789,53.459999084472656,34.38999938964844,46.091880798339844,28.521203994750977,55.34000015258789,33.63999938964844
80,81.5,33.78617858886719,39.900001525878906,26.190000534057617,16.6200008392334,71.66000366210938,58.70000076293945,74.16999816894531,25.920000076293945,27.2450008392334,40.691280364990234,66.48999786376953,137.38461303710938,23.673933029174805,32.13999938964844,21.8700008392334,121.52007293701172,65.06999969482422,43.06999969482422,66.06999969482422,36.33587646484375,29.5,16.129032135009766,63.52000045776367,53.29999923706055,34.470001220703125,45.726871490478516,28.39927864074707,55.310001373291016,33.470001220703125
81,82.0999984741211,34.69932174682617,41.099998474121094,26.479999542236328,17.079999923706055,72.54000091552734,60.099998474121094,74.43000030517578,26.190000534057617,27.354999542236328,42.157249450683594,66.94000244140625,139.6923065185547,24.07356834411621,32.59000015258789,22.389999389648438,122.3135757446289,65.18000030517578,43.849998474121094,67.13999938964844,36.803436279296875,29.59000015258789,16.39468765258789,63.93000030517578,53.54999923706055,33.36000061035156,45.76463317871094,28.79319190979004,55.630001068115234,34.0
82,81.86000061035156,34.60319900512695,41.040000915527344,26.420000076293945,17.1200008392334,72.41999816894531,61.959999084472656,74.2699966430664,26.559999465942383,27.610000610351562,42.25687789916992,66.56999969482422,141.23077392578125,24.055404663085938,32.439998626708984,22.530000686645508,122.97322845458984,65.30999755859375,44.439998626708984,66.98999786376953,36.66984558105469,29.719999313354492,16.707780838012695,64.33000183105469,53.86000061035156,33.13999938964844,45.92825698852539,28.980770111083984,55.72999954223633,33.90999984741211
83,82.01000213623047,34.84349822998047,41.369998931884766,26.43000030517578,17.84000015258789,72.94999694824219,62.68000030517578,74.4000015258789,26.65999984741211,27.454999923706055,43.28163146972656,66.80999755859375,143.92308044433594,24.223432540893555,32.5,22.690000534057617,123.67112731933594,65.04000091552734,44.97999954223633,67.12999725341797,36.57442855834961,29.829999923706055,16.831119537353516,63.939998626708984,54.29999923706055,32.7599983215332,46.19886779785156,28.765056610107422,55.630001068115234,34.4900016784668
